word,lemma,rank,duplicate
del,,33,False
al,,34,False
como,comer,36,True
esta,,42,False
fue,ir,70,True
casa,,94,False
siento,sentar,113,True
cosas,coser,134,False
trabajo,,151,False
hecho,,161,False
espera,,177,False
fuera,,185,False
fuera,ir,186,True
fuera,ser,187,True
cosa,coser,189,False
estado,,197,False
acuerdo,acordar,199,True
buena,,207,False
ven,venir,218,True
ve,ir,242,True
tarde,tardar,244,False
parte,,247,False
esos,eso,265,False
muerto,,272,False
unos,un,274,True
chica,,286,False
algún,,293,False
cuidado,,296,False
cuenta,,309,False
pasado,,314,False
dicho,,325,False
nueva,,327,False
camino,,334,False
ayuda,,336,False
primera,,339,False
esposa,,356,False
vale,,376,False
caso,casar,382,True
cerca,cercar,401,False
habla,,408,False
bajo,,417,False
llama,,419,False
haya,,445,False
equipo,,456,False
juego,,459,False
amo,,465,False
unas,un,473,True
comida,,481,False
vuelta,,487,False
pregunta,,495,False
fui,ser,498,True
fueron,ser,519,True
paso,,522,False
vivo,,527,False
arma,,537,False
vino,,540,False
lista,,556,False
armas,armar,560,True
culpa,,580,False
veras,,582,False
recuerdo,,597,False
sentido,,614,False
ésta,,626,False
trato,,631,False
acerca,,640,False
cambio,,643,False
falta,,645,False
gusto,,651,False
extraño,,658,False
peor,bien,663,True
querida,,675,False
querida,querido,676,False
calle,,683,False
odio,,693,False
hablas,habla,698,False
mala,,703,False
frente,,712,False
asesino,,717,False
sueño,,719,False
viaje,,724,False
lamento,,730,False
fuerza,,735,False
llamado,,737,False
oído,,739,False
dado,,741,False
preguntas,preguntar,748,True
sientes,sentar,760,True
haz,,763,False
baño,,767,False
daño,,772,False
querido,,778,False
duro,,780,False
prueba,,783,False
tonto,,786,False
campo,,787,False
ejército,,801,False
futuro,,802,False
llevar,,803,False
compañía,,804,False
sitio,,808,False
puesto,,810,False
puesto,poner,811,True
atención,,812,False
sino,,813,False
cambiar,,814,False
error,,815,False
blanco,,816,False
raro,,817,False
sal,,820,False
sal,salir,821,True
mente,,823,False
sistema,,824,False
película,,825,False
ello,,827,False
negocio,,828,False
negocio,negociar,829,True
novia,,830,False
permiso,,831,False
oficial,,835,False
aire,,837,False
regresar,,839,False
trasero,,842,False
grupo,,843,False
señorita,,845,False
música,,846,False
perra,,847,False
empezar,,849,False
siente,sentar,851,True
estúpido,,853,False
diferente,,854,False
traje,,856,False
modo,,857,False
mensaje,,859,False
llamada,,860,False
llamada,llamar,861,True
navidad,,862,False
pena,,864,False
pena,penar,865,False
largo,,866,False
largo,largar,867,True
piso,,869,False
piso,pisar,870,False
foto,,871,False
médico,,873,False
accidente,,874,False
fuiste,ser,876,True
imposible,,877,False
línea,,879,False
barco,,881,False
ganar,,882,False
normal,,883,False
mitad,,886,False
tras,,888,False
lindo,,890,False
programa,,892,False
pagar,,896,False
centro,,898,False
centro,centrar,899,False
ataque,,910,False
derecha,,920,False
izquierda,,921,False
pobre,,923,False
vista,,933,False
salvo,,935,False
pelo,,943,False
llamas,llama,961,False
baja,bajo,964,False
baja,,965,False
divertido,,970,False
vuelto,,973,False
peligro,,975,False
disculpa,,980,False
negocios,negociar,985,True
regreso,,991,False
media,,993,False
oro,,997,False
esposo,,1002,False
esposo,esposar,1003,True
norte,,1004,False
muerta,morir,1008,True
interesante,,1009,False
busca,,1012,False
terminar,,1013,False
completamente,,1015,False
cita,,1016,False
cita,citar,1017,False
siete,,1018,False
cumpleaños,,1019,False
abogado,,1020,False
alrededor,,1021,False
cerebro,,1022,False
porqué,,1023,False
llave,,1024,False
santo,,1025,False
hermoso,,1026,False
necesario,,1027,False
edificio,,1028,False
aun,,1030,False
ley,,1036,False
verdadero,,1038,False
pelea,,1039,False
pelea,pelear,1040,True
banco,,1041,False
terrible,,1042,False
calma,,1043,False
calma,calmar,1044,True
cena,,1045,False
cena,cenar,1046,True
gobierno,,1048,False
comprar,,1049,False
creen,crear,1051,True
sargento,,1052,False
destino,,1053,False
novio,,1056,False
sala,,1057,False
través,,1058,False
regalo,,1059,False
regalo,regalar,1060,False
iglesia,,1061,False
cualquiera,,1063,False
excelente,,1064,False
deseo,,1066,False
deseo,desear,1067,True
alma,,1068,False
diablo,,1069,False
cuántos,,1071,False
espada,,1072,False
carne,,1074,False
maravilloso,,1075,False
peligroso,,1079,False
dirección,,1080,False
libertad,,1081,False
detective,,1087,False
sorpresa,,1088,False
club,,1091,False
infierno,,1093,False
luna,,1095,False
salvar,,1096,False
carta,,1097,False
teniente,,1100,False
ambos,,1106,False
ambos,ambo,1107,False
decisión,,1108,False
enemigo,,1109,False
dulce,,1111,False
pruebas,probar,1113,True
abuelo,,1115,False
totalmente,,1116,False
carrera,,1119,False
vuelo,,1120,False
vuelo,volar,1121,True
ante,,1122,False
bienvenido,,1123,False
contacto,,1127,False
contacto,contactar,1128,False
posición,,1129,False
planeta,,1131,False
coronel,,1133,False
junto,,1134,False
junto,juntar,1135,False
base,,1138,False
base,basar,1139,False
oír,,1140,False
suelo,,1141,False
suelo,soler,1142,False
pelear,,1143,False
pistola,,1145,False
frío,,1146,False
frío,freír,1147,False
comandante,,1148,False
partes,partir,1150,True
sur,,1153,False
rato,,1155,False
mar,,1156,False
espacio,,1157,False
asesinato,,1158,False
ventana,,1159,False
prisa,,1160,False
tienda,,1161,False
tienda,tender,1162,False
cámara,,1163,False
según,,1165,False
broma,,1166,False
reunión,,1167,False
sacar,,1169,False
papel,,1172,False
locura,,1173,False
departamento,,1174,False
horrible,,1175,False
enfermo,,1176,False
cárcel,,1178,False
intento,,1180,False
intento,intentar,1181,True
isla,,1182,False
salida,,1183,False
salida,salir,1184,True
gato,,1188,False
crimen,,1193,False
causa,,1195,False
causa,causar,1196,True
bar,,1197,False
ocho,,1199,False
temprano,,1200,False
río,,1201,False
río,reír,1202,True
relación,,1203,False
ojalá,,1207,False
radio,,1212,False
excepto,,1215,False
brazo,,1216,False
rojo,,1218,False
conocido,,1219,False
conocido,conocer,1220,True
universidad,,1221,False
investigación,,1222,False
batalla,,1223,False
cargo,,1225,False
cargo,cargar,1226,True
hogar,,1227,False
ninguno,,1228,False
respeto,,1232,False
respeto,respetar,1233,False
estación,,1234,False
corte,,1235,False
corte,cortar,1236,True
paciente,,1237,False
encuentro,,1238,False
encuentro,encontrar,1239,True
energía,,1240,False
dejado,,1241,False
dejado,dejar,1242,True
baile,,1243,False
abuela,,1244,False
caliente,,1245,False
simple,,1250,False
bailar,,1251,False
papa,,1252,False
triste,,1253,False
zona,,1254,False
guardia,,1256,False
canción,,1257,False
salud,,1258,False
escuchar,,1259,False
parar,,1260,False
cenar,,1262,False
caballo,,1264,False
volar,,1268,False
principio,,1269,False
nivel,,1270,False
conocer,,1272,False
finalmente,,1273,False
alegro,,1275,False
debajo,,1276,False
bosque,,1278,False
bolsa,,1280,False
taxi,,1282,False
ocupado,,1283,False
ocupado,ocupar,1284,False
amable,,1285,False
acaso,,1286,False
imbécil,,1288,False
san,,1289,False
san,San,1290,False
equivocado,,1291,False
obra,,1294,False
obra,obrar,1295,False
consejo,,1296,False
público,,1297,False
azul,,1300,False
prisión,,1302,False
mirar,,1303,False
inteligente,,1304,False
fantástico,,1306,False
próximo,,1307,False
ojo,,1309,False
entrada,,1313,False
entrada,entrar,1314,True
duda,,1315,False
duda,dudar,1316,True
cerveza,,1317,False
unidos,unir,1319,False
matado,,1320,False
matado,matar,1321,True
princesa,,1322,False
entender,,1324,False
quedar,,1326,False
compañero,,1329,False
espalda,,1331,False
bomba,,1333,False
apenas,,1335,False
leer,,1336,False
papi,,1339,False
mantener,,1340,False
suyo,,1341,False
rico,,1342,False
acción,,1348,False
hayas,haya,1350,False
mando,,1352,False
mando,mandar,1353,True
formas,formar,1357,True
uh,,1358,False
puente,,1361,False
memoria,,1362,False
vestido,,1366,False
vestido,vestir,1367,False
camión,,1370,False
acabar,,1371,False
robot,,1372,False
montón,,1374,False
máquina,,1376,False
podamos,podar,1379,False
trago,,1381,False
trago,tragar,1382,False
mayoría,,1383,False
reina,,1384,False
reina,reinar,1385,False
lleno,,1386,False
lleno,llenar,1387,True
inglés,,1388,False
don,,1389,False
soldado,,1390,False
soldado,soldar,1391,False
estrella,,1392,False
estrella,estrellar,1393,False
valor,,1395,False
delante,,1397,False
código,,1398,False
héroe,,1399,False
fe,,1400,False
capaz,,1401,False
beber,,1403,False
velocidad,,1404,False
partido,,1407,False
partido,partir,1408,True
opinión,,1411,False
cocina,,1413,False
cocina,cocinar,1414,True
abrir,,1415,False
escribir,,1420,False
golpe,,1421,False
alta,,1423,False
estados,estar,1425,True
tocar,,1426,False
ganas,ganar,1430,True
ejemplo,,1434,False
contar,,1435,False
propósito,,1437,False
anillo,,1440,False
pedir,,1443,False
estilo,,1444,False
pista,,1446,False
cambiado,,1448,False
escapar,,1449,False
espíritu,,1452,False
nota,,1455,False
nota,notar,1456,False
diferencia,,1457,False
tratar,,1458,False
precio,,1459,False
caballero,,1460,False
doble,,1463,False
agradable,,1464,False
embargo,,1465,False
mami,,1470,False
emergencia,,1471,False
cuello,,1472,False
boda,,1473,False
aprender,,1474,False
té,,1475,False
informe,,1476,False
informe,informar,1477,False
blanca,Blanca,1479,False
experiencia,,1480,False
mentira,,1483,False
director,,1484,False
exacto,,1486,False
defensa,,1488,False
confiar,,1490,False
color,,1491,False
aquel,,1493,False
probar,,1495,False
príncipe,,1496,False
despacio,,1498,False
tiro,,1499,False
tiro,tirar,1500,True
fondo,,1503,False
verde,,1504,False
mama,,1506,False
bienvenida,,1507,False
opción,,1508,False
operación,,1509,False
traer,,1511,False
principal,,1512,False
demonio,,1513,False
respecto,,1516,False
especie,,1518,False
éxito,,1520,False
cabrón,,1521,False
unidad,,1524,False
hielo,,1525,False
matrimonio,,1530,False
piel,,1533,False
mio,,1537,False
fuimos,ser,1545,True
arte,,1546,False
común,,1549,False
correr,,1553,False
brillante,,1554,False
calor,,1555,False
visita,,1558,False
presión,,1559,False
pared,,1560,False
esperanza,,1561,False
completo,,1562,False
completo,completar,1563,False
subir,,1564,False
cansado,,1566,False
recordar,,1568,False
trampa,,1569,False
monstruo,,1570,False
bajar,,1571,False
pierna,,1572,False
grandioso,,1577,False
socio,,1578,False
herido,,1580,False
fuerzas,forzar,1583,True
cine,,1584,False
escena,,1585,False
tía,,1586,False
larga,largar,1593,True
tema,,1595,False
tema,temer,1596,True
preparado,,1597,False
preparado,preparar,1598,True
oeste,,1607,False
viento,,1609,False
asiento,,1612,False
estupendo,,1613,False
caminar,,1614,False
juicio,,1615,False
carga,,1617,False
carga,cargar,1618,True
banda,,1620,False
animal,,1622,False
tarjeta,,1626,False
nueve,,1629,False
seguramente,,1630,False
majestad,,1632,False
llena,llenar,1634,True
caer,,1635,False
aeropuerto,,1636,False
enorme,,1640,False
área,,1641,False
ridículo,,1645,False
reloj,,1646,False
mapa,,1649,False
culpable,,1650,False
cuentas,contar,1652,True
pareja,,1653,False
laboratorio,,1655,False
beso,,1656,False
beso,besar,1657,True
nariz,,1660,False
cuestión,,1661,False
verano,,1666,False
peso,,1668,False
peso,pesar,1669,False
oscuridad,,1670,False
cliente,,1672,False
televisión,,1674,False
prensa,,1676,False
vistazo,,1677,False
inmediatamente,,1678,False
solamente,,1679,False
gordo,,1680,False
posibilidad,,1682,False
medicina,,1683,False
parecer,,1691,False
definitivamente,,1693,False
cinta,,1694,False
riesgo,,1698,False
cuento,,1701,False
cuento,contar,1702,True
noticia,,1703,False
objetivo,,1708,False
pasada,,1709,False
pasada,pasado,1710,False
pasada,pasar,1711,True
arreglar,,1712,False
casado,,1713,False
casado,casar,1714,True
bote,,1715,False
bote,botar,1716,False
millón,,1719,False
árbol,,1720,False
proyecto,,1722,False
nervioso,,1723,False
lana,,1724,False
pedazo,,1726,False
malas,mala,1728,False
joder,,1729,False
absolutamente,,1731,False
evitar,,1732,False
bala,,1734,False
vosotros,,1735,False
debido,,1737,False
debido,deber,1738,True
confianza,,1739,False
especialmente,,1740,False
paga,,1743,False
paga,pagar,1744,True
ganado,,1745,False
ganado,ganar,1746,True
ama,,1747,False
ama,amar,1748,True
limpio,,1749,False
limpio,limpiar,1750,True
comenzar,,1751,False
ruido,,1755,False
belleza,,1757,False
líder,,1762,False
preguntar,,1763,False
inocente,,1764,False
lástima,,1765,False
red,,1766,False
enfermedad,,1767,False
desgraciado,,1768,False
desgraciado,desgraciar,1769,False
central,,1773,False
marcha,,1778,False
marcha,marchar,1779,False
justicia,,1782,False
proteger,,1785,False
cabello,,1786,False
pedido,,1788,False
oscuro,,1789,False
embarazada,embarazar,1791,False
costa,,1792,False
dama,,1793,False
alguno,,1794,False
orgulloso,,1795,False
vos,,1796,False
gana,,1800,False
gana,ganar,1801,True
cura,,1802,False
cura,curar,1803,True
lengua,,1804,False
araña,,1805,False
araña,arañar,1806,False
voluntad,,1808,False
total,,1809,False
dedo,,1810,False
pago,,1811,False
pago,pagar,1812,True
partir,,1814,False
lucha,,1815,False
lucha,luchar,1816,True
leche,,1817,False
copa,,1819,False
destruir,,1822,False
acceso,,1827,False
intentar,,1828,False
desastre,,1830,False
deber,,1831,False
herida,,1832,False
herida,herido,1833,False
herida,herir,1834,False
débil,,1835,False
naturaleza,,1836,False
luchar,,1837,False
extraña,extrañar,1839,True
imagen,,1843,False
pan,,1844,False
varios,,1847,False
show,,1848,False
auxilio,,1849,False
sentado,,1853,False
responsable,,1855,False
olvidado,,1856,False
olvidado,olvidar,1857,True
aquella,,1860,False
sonido,,1862,False
escrito,escribir,1864,True
carro,,1865,False
muestra,,1867,False
muestra,mostrar,1868,True
bastardo,,1869,False
restaurante,,1870,False
fantasma,,1872,False
profesional,,1874,False
amas,amar,1876,True
entero,,1877,False
cerrado,,1879,False
cerrado,cerrar,1880,True
dueño,,1883,False
cuchillo,,1884,False
turno,,1885,False
tormenta,,1886,False
caray,,1887,False
abierto,,1888,False
abierto,abrir,1889,True
playa,,1894,False
km,,1895,False
victoria,,1896,False
primo,,1897,False
lisa,Lisa,1900,False
interior,,1901,False
hechos,hacer,1903,True
piedra,,1904,False
jodido,,1905,False
jodido,joder,1906,True
militar,,1907,False
computadora,,1908,False
silla,,1911,False
movimiento,,1912,False
familiar,,1914,False
apartamento,,1915,False
disparar,,1916,False
tesoro,,1917,False
motivo,,1920,False
querer,,1924,False
valiente,,1926,False
víctima,,1927,False
encantado,,1931,False
encantado,encantar,1932,True
diario,,1933,False
autobús,,1936,False
casas,casar,1939,True
descanso,,1942,False
descanso,descansar,1943,True
sheriff,,1944,False
quieto,,1947,False
calles,callar,1950,True
tamaño,,1951,False
colegio,,1952,False
cabo,,1954,False
video,,1955,False
toques,tocar,1957,True
pelota,,1958,False
directo,,1960,False
sombrero,,1963,False
estudio,,1965,False
estudio,estudiar,1966,False
grave,,1967,False
protección,,1968,False
pecho,,1971,False
cuesta,,1974,False
cuesta,costar,1975,True
estrellas,estrellar,1978,False
lago,,1979,False
obviamente,,1981,False
inmediato,,1982,False
robo,,1985,False
robo,robar,1986,True
apoyo,,1989,False
apoyo,apoyar,1990,False
cerrar,,1991,False
amenaza,,1993,False
amenaza,amenazar,1994,False
toque,,1995,False
toque,tocar,1996,True
viernes,,1998,False
roto,,2000,False
roto,romper,2001,True
piloto,,2002,False
marca,,2003,False
marca,marcar,2004,False
combate,,2005,False
combate,combatir,2006,False
manejar,,2008,False
sección,,2009,False
profundo,,2010,False
serie,,2013,False
contrato,,2014,False
contrato,contratar,2015,True
americano,,2016,False
paseo,,2017,False
paseo,pasear,2018,True
repente,,2021,False
uso,,2025,False
uso,usar,2026,True
detener,,2028,False
decidido,,2032,False
decidido,decidir,2033,True
distancia,,2035,False
averiguar,,2038,False
actuar,,2039,False
pulso,,2041,False
pulso,pulsar,2042,False
preocupado,,2048,False
preocupado,preocupar,2049,True
elección,,2050,False
sobrevivir,,2051,False
bordo,,2052,False
sujeto,,2053,False
época,,2056,False
pesar,,2058,False
vender,,2060,False
ex,,2062,False
gratis,,2063,False
empleo,,2065,False
empleo,emplear,2066,False
cerdo,,2069,False
contento,,2076,False
tumba,,2078,False
tumba,tumbar,2079,False
absoluto,,2082,False
dura,durar,2085,True
descansar,,2086,False
propiedad,,2088,False
castillo,,2091,False
china,China,2093,False
torre,,2095,False
robar,,2096,False
botella,,2099,False
aquellos,,2100,False
últimamente,,2101,False
testigo,,2102,False
periódico,,2104,False
juez,,2105,False
necesitar,,2109,False
esquina,,2110,False
llamadas,llamar,2113,True
fuente,,2114,False
techo,,2116,False
techo,techar,2117,False
genio,,2118,False
alerta,,2119,False
tomas,tomar,2122,True
olvidar,,2123,False
menor,,2124,False
droga,,2125,False
explicar,,2126,False
abierta,abierto,2127,False
privado,,2129,False
privado,privar,2130,False
nacional,,2132,False
discutir,,2134,False
evidencia,,2135,False
tardes,tardar,2138,False
presente,,2140,False
presente,presentar,2141,True
criminal,,2142,False
premio,,2143,False
recibir,,2147,False
enamorado,,2153,False
enamorado,enamorar,2154,False
cuidar,,2155,False
natural,,2158,False
enfermera,,2161,False
ángel,,2162,False
sospechoso,,2163,False
local,,2164,False
camisa,,2166,False
aceptar,,2168,False
venganza,,2169,False
parque,,2172,False
menudo,,2177,False
barrio,,2179,False
virus,,2180,False
talento,,2181,False
ministro,,2182,False
responsabilidad,,2187,False
desayuno,,2191,False
desayuno,desayunar,2192,True
campeón,,2193,False
controlar,,2194,False
maría,,2196,False
nieve,,2197,False
vergüenza,,2200,False
doctora,,2201,False
fumar,,2203,False
Europa,,2205,False
pastel,,2207,False
fueras,ir,2215,True
asustado,,2216,False
asustado,asustar,2217,True
reino,,2219,False
reino,reinar,2220,False
clave,,2221,False
efecto,,2224,False
plata,,2225,False
universo,,2228,False
política,,2229,False
almuerzo,,2230,False
almuerzo,almorzar,2231,True
magia,,2232,False
lluvia,,2233,False
humor,,2234,False
respirar,,2238,False
cantar,,2239,False
disparo,,2241,False
conversación,,2242,False
olor,,2243,False
muchacha,,2245,False
modelo,,2246,False
curso,,2247,False
canal,,2248,False
rock,,2249,False
llorar,,2250,False
borracho,,2251,False
resultado,,2255,False
resultado,resultar,2256,True
parado,,2257,False
parado,parar,2258,True
mirada,,2260,False
mirada,mirar,2261,True
inútil,,2262,False
ciencia,,2264,False
sociedad,,2266,False
camioneta,,2268,False
coño,,2269,False
revista,,2270,False
montaña,,2272,False
máximo,,2275,False
echar,,2276,False
corriente,,2277,False
disculpas,disculpar,2280,True
cadáver,,2281,False
ron,,2283,False
ron,Ron,2284,False
espectáculo,,2285,False
mundial,,2286,False
aspecto,,2289,False
presencia,,2290,False
famoso,,2291,False
corto,,2292,False
corto,cortar,2293,True
poderoso,,2295,False
carretera,,2298,False
cable,,2303,False
rosa,,2304,False
bola,,2305,False
oferta,,2306,False
continuar,,2309,False
ladrón,,2310,False
humanidad,,2311,False
estómago,,2312,False
mercado,,2316,False
granja,,2317,False
estudiante,,2320,False
siglo,,2321,False
nosotras,,2324,False
miembro,,2325,False
fortuna,,2326,False
esperas,esperar,2330,True
suficientemente,,2331,False
andar,,2334,False
perfectamente,,2335,False
jardín,,2337,False
cola,,2338,False
cola,colar,2339,False
francés,,2341,False
entrenamiento,,2344,False
azúcar,,2345,False
coger,,2349,False
lunes,,2350,False
ey,,2351,False
intención,,2352,False
efectivo,,2354,False
helicóptero,,2358,False
encantador,,2360,False
original,,2361,False
cadena,,2362,False
tarea,,2363,False
corta,cortar,2366,True
cirugía,,2368,False
precioso,,2371,False
lord,,2372,False
truco,,2374,False
inspector,,2375,False
enojado,,2376,False
enojado,enojar,2377,False
desaparecido,,2379,False
desaparecido,desaparecer,2380,True
acto,,2381,False
pollo,,2382,False
chocolate,,2383,False
adonde,,2384,False
gas,,2387,False
examen,,2388,False
apuesta,,2392,False
apuesta,apostar,2393,True
directamente,,2394,False
recuperar,,2395,False
cobarde,,2398,False
cantidad,,2399,False
sucio,,2400,False
emperador,,2402,False
mono,,2403,False
gloria,,2406,False
contrario,,2407,False
socorro,,2408,False
socorro,socorrer,2409,False
sir,,2410,False
nuevamente,,2413,False
obtener,,2415,False
búsqueda,,2417,False
helado,,2418,False
helado,helar,2419,False
fútbol,,2420,False
sexual,,2421,False
polvo,,2422,False
rostro,,2424,False
robado,,2426,False
empresa,,2428,False
interés,,2432,False
firma,,2436,False
firma,firmar,2437,False
senador,,2442,False
gracia,,2444,False
cien,,2445,False
tratado,,2447,False
tratado,tratar,2448,True
muñeca,,2454,False
firme,,2455,False
firme,firmar,2456,False
ambulancia,,2458,False
limpia,limpiar,2460,True
flota,,2462,False
flota,flotar,2463,False
leyenda,,2464,False
fué,ser,2467,True
romper,,2468,False
rescate,,2471,False
rescate,rescatar,2472,False
enfrente,,2474,False
comienzo,,2475,False
comienzo,comenzar,2476,True
queso,,2478,False
favorito,,2479,False
frontera,,2481,False
colega,,2483,False
jueves,,2484,False
sábado,,2486,False
limpiar,,2487,False
puto,,2488,False
inteligencia,,2493,False
funcionar,,2494,False
criatura,,2497,False
milagro,,2498,False
deprisa,,2499,False
campamento,,2501,False
recoger,,2507,False
compras,comprar,2510,True
cansada,cansar,2512,True
elegir,,2513,False
cáncer,,2514,False
pata,,2516,False
huir,,2517,False
útil,,2518,False
atacar,,2520,False
recién,,2521,False
guapo,,2523,False
alcance,,2524,False
alcance,alcanzar,2525,True
desierto,,2530,False
licencia,,2531,False
proceso,,2533,False
proceso,procesar,2534,False
tensión,,2537,False
martes,,2538,False
cartera,,2540,False
tráfico,,2541,False
impresionante,,2543,False
domingo,,2550,False
crear,,2551,False
pérdida,,2553,False
extra,,2554,False
fuese,ir,2556,True
análisis,,2559,False
fría,freír,2562,False
violencia,,2563,False
mate,,2565,False
lobo,,2566,False
discurso,,2567,False
actor,,2568,False
orgullo,,2569,False
libras,librar,2572,False
agencia,,2574,False
necesidad,,2576,False
descubrir,,2578,False
tira,,2579,False
tira,tirar,2580,True
resolver,,2581,False
celular,,2587,False
meter,,2591,False
equivocada,equivocar,2596,True
vacío,,2598,False
salón,,2600,False
motor,,2601,False
conducir,,2602,False
cerrada,cerrar,2607,True
cortar,,2608,False
bravo,,2613,False
promesa,,2615,False
espejo,,2616,False
sienta,sentir,2619,True
cero,,2621,False
cheque,,2625,False
antiguo,,2627,False
pesadilla,,2629,False
entrenador,,2633,False
paciencia,,2635,False
complicado,,2638,False
complicado,complicar,2639,False
superior,,2640,False
temporada,,2645,False
suelta,soltar,2647,True
feo,,2650,False
dispuesto,,2651,False
dispuesto,disponer,2652,False
teoría,,2654,False
