rank,word,occurrences (ppm),lemma forms
8389,disturbios,6,disturbio
8390,devuélveme,6,devolver
8391,detenerla,6,detener
8392,cuanta,6,cuanto
8393,clásica,6,clásico
8394,chaleco,6,chaleco
8395,cafe,6,café
8396,ballena,6,ballena
8397,bajaré,6,bajar
8398,amos,6,amo
8399,altitud,6,altitud
8400,acontecimientos,6,acontecimiento
8401,acababa,6,acabar
8402,vigilante,6,vigilante
8403,tomografía,6,tomografía
8404,resurrección,6,resurrección
8405,rencor,6,rencor
8406,probemos,6,probar
8407,pólvora,6,pólvora
8408,ofensiva,6,ofensiva
8409,nono,6,nono
8410,narcóticos,6,narcótico
8411,mudar,6,mudar
8412,intentaste,6,intentar
8413,ganarle,6,ganar
8414,forman,6,formar
8415,ficha,6,ficha
8416,ferrocarril,6,ferrocarril
8417,falleció,6,fallecer
8418,divierte,6,divertir
8419,directores,6,director
8420,dificultad,6,dificultad
8421,desesperadamente,6,desesperadamente
8422,démosle,6,dar
8423,culos,6,culo
8424,creyendo,6,creer
8425,comprador,6,comprador
8426,casaré,6,casar
8427,balance,6,balance
8428,asustes,6,asustar
8429,alienígena,6,alienígeno
8430,alcanzo,6,alcanzar
8431,ventilación,6,ventilación
8432,tregua,6,tregua
8433,traficantes,6,traficante
8434,subterráneo,6,subterráneo
8435,simulación,6,simulación
8436,secuestradores,6,secuestrador
8437,sangra,6,sangrar
8438,resolverlo,6,resolver
8439,realeza,6,realeza
8440,presidenta,6,presidenta
8441,pensaban,6,pensar
8442,parecida,6,parecido parecer
8443,pagarme,6,pagar
8444,oraciones,6,oración
8445,marruecos,6,Marruecos
8446,levantate,6,levantar
8447,lastimé,6,lastimar
8448,iniciales,6,inicial
8449,imitación,6,imitación
8450,financiera,6,financiera financiero
8451,exquisito,6,exquisito
8452,esponja,6,esponja
8453,entrevistas,6,entrevista
8454,enterarme,6,enterar
8455,entenderá,6,entender
8456,enseñas,6,enseñar
8457,convertirte,6,convertir
8458,cansé,6,cansar
8459,cambiaría,6,cambiar
8460,bang,6,bang
8461,arresten,6,arrestar
8462,argentina,6,argentino
8463,adjunto,6,adjunto
8464,acordado,6,acordado
8465,trofeo,6,trofeo
8466,trayendo,6,traer
8467,seguras,6,seguro
8468,satélites,6,satélite
8469,sacarlos,6,sacar
8470,rezo,6,rezo rezar
8471,regular,6,regular
8472,pretendes,6,pretender
8473,póliza,6,póliza
8474,piérdete,6,perder
8475,marqués,6,marqués
8476,malvados,6,malvado
8477,leia,6,leer
8478,invitarte,6,invitar
8479,fanático,6,fanático
8480,factura,6,factura facturar
8481,extrañaré,6,extrañar
8482,escoria,6,escoria
8483,décadas,6,década
8484,cortada,6,cortado
8485,considere,6,considerar
8486,comprensión,6,comprensión
8487,codo,6,codo
8488,claras,6,claro
8489,calme,6,calmar
8490,cabras,6,cabra
8491,balazo,6,balazo
8492,bájala,6,bajar
8493,babilonia,6,babilonio
8494,arruiné,6,arruinar
8495,arbustos,6,arbusto
8496,apodo,6,apodo
8497,alumna,6,alumna
8498,aleja,6,alejar
8499,albania,6,Albania
8500,ahogado,6,ahogado
8501,acercamos,6,acercar
8502,abrimos,6,abrir
8503,veterinario,6,veterinario
8504,vecina,6,vecina
8505,usada,6,usado usar
8506,puros,6,puro
8507,puntería,6,puntería
8508,públicas,6,público
8509,pronóstico,6,pronóstico
8510,planeas,6,planear
8511,pasarla,6,pasar
8512,optimista,6,optimista
8513,odiaría,6,odiar
8514,obreros,6,obrero
8515,mentiría,6,mentir
8516,marino,6,marino
8517,luchamos,6,luchar
8518,letal,6,letal
8519,judicial,6,judicial
8520,exceso,6,exceso
8521,enigma,6,enigma
8522,canasta,6,canasta
8523,buscarlos,6,buscar
8524,blues,6,blues
8525,apunto,6,apuntar
8526,aparatos,6,aparato
8527,aguante,6,aguante aguantar
8528,agarramos,6,agarrar
8529,adictos,6,adicto
8530,vinci,6,vencer
8531,tramando,6,tramar
8532,tácticas,6,táctica
8533,sostiene,6,sostener
8534,signifique,6,significar
8535,significar,6,significar
8536,sato,6,sato
8537,sarcófago,6,sarcófago
8538,reportaje,6,reportaje
8539,religiosa,6,religioso
8540,reconstruir,6,reconstruir
8541,propone,6,proponer
8542,precaución,6,precaución
8543,portador,6,portador
8544,popa,6,popa
8545,parlamento,6,parlamento
8546,ofrecerte,6,ofrecer
8547,ocuparse,6,ocupar
8548,nombrar,6,nombrar
8549,molestan,6,molestar
8550,lecturas,6,lectura
8551,iríamos,6,ir
8552,haríamos,6,hacer
8553,guardería,6,guardería
8554,francotiradores,6,francotirador
8555,exista,6,existir
8556,evidentemente,6,evidentemente
8557,enfrenta,6,enfrentar
8558,destruya,6,destruir
8559,defenderse,6,defender
8560,continente,6,continente
8561,consideran,6,considerar
8562,ausente,6,ausente
8563,anochecer,6,anochecer
8564,alrededores,6,alrededor
8565,aduana,6,aduana
8566,winchester,6,winchester
8567,utah,6,utah
8568,ultimamente,6,últimamente
8569,sospechosa,6,sospechoso
8570,séptimo,6,séptimo
8571,seguirme,6,seguir
8572,sálvame,6,salvar
8573,romeo,6,romeo Romeo
8574,robos,6,robo
8575,ratones,6,ratón
8576,quitarse,6,quitar
8577,publico,6,publicar público
8578,profeta,6,profeta
8579,presentarle,6,presentar
8580,paramédicos,6,paramédico
8581,opiniones,6,opinión
8582,mostrado,6,mostrado mostrar
8583,miramos,6,mirar
8584,invertido,6,invertido invertir
8585,ídolo,6,ídolo
8586,hijita,6,hijita
8587,ganancia,6,ganancia
8588,esperaría,6,esperar
8589,esperará,6,esperar
8590,dudar,6,dudar
8591,destruyeron,6,destruir
8592,construida,6,construido construir
8593,confíes,6,confiar
8594,comeremos,6,comer
8595,bus,6,bus
8596,bienestar,6,bienestar
8597,bailamos,6,bailar
8598,ayudaremos,6,ayudar
8599,autodestrucción,6,autodestrucción
8600,ahogó,6,ahogar
8601,acercarte,6,acercar
8602,violentos,6,violento
8603,valga,6,valer
8604,vacíos,6,vacío
8605,triángulo,6,triángulo
8606,traslado,6,traslado trasladar
8607,tigres,6,tigre
8608,supieran,6,saber
8609,sorprendida,6,sorprendido
8610,solían,6,soler
8611,soda,6,soda
8612,secundarios,6,secundario
8613,secuestrador,6,secuestrador
8614,recupera,6,recuperar
8615,rechazo,6,rechazo rechazar
8616,ramas,6,rama
8617,preciosas,6,precioso
8618,ofrecieron,6,ofrecer
8619,locuras,6,locura
8620,lino,6,lino
8621,libera,6,liberar
8622,legítimo,6,legítimo
8623,lastimó,6,lastimar
8624,huérfanos,6,huérfano
8625,generosa,6,generoso
8626,exijo,6,exigir
8627,escáner,6,escáner
8628,entenderás,6,entender
8629,desaparecen,6,desaparecer
8630,cruzó,6,cruzar
8631,continuará,6,continuar
8632,confirmada,6,confirmado
8633,cocinera,6,cocinera
8634,claros,6,claro
8635,ciclo,6,ciclo
8636,caminas,6,caminar
8637,bando,6,bando
8638,avergonzada,6,avergonzado
8639,atraviesa,6,atravesar
8640,atentamente,6,atentamente
8641,arruinando,6,arruinar
8642,adicción,6,adicción
8643,violenta,6,violento
8644,únicamente,6,únicamente
8645,suéter,6,suéter
8646,sudor,6,sudor
8647,significaría,6,significar
8648,reemplazo,6,reemplazo reemplazar
8649,quiebra,6,quiebra quebrar
8650,peligros,6,peligro
8651,matare,6,matar
8652,llamare,6,llamar
8653,litro,6,litro
8654,irías,6,ir
8655,humillación,6,humillación
8656,glorioso,6,glorioso
8657,gasto,6,gasto gastar
8658,faro,6,faro
8659,exclusiva,6,exclusiva
8660,entrenando,6,entrenar
8661,empezará,6,empezar
8662,diabetes,6,diabetes
8663,conteo,6,conteo
8664,centros,6,centro
8665,captura,6,captura capturar
8666,balcón,6,balcón
8667,asegúrese,6,asegurar
8668,arder,6,arder
8669,apretar,6,apretar
8670,aprenderás,6,aprender
8671,abrieron,6,abrir
8672,visitarme,6,visitar
8673,verduras,6,verdura
8674,venecia,6,Venecia
8675,vendrían,6,venir
8676,vales,6,valer vale
8677,tardaste,6,tardar
8678,suicidarse,6,suicidar
8679,simio,6,simio
8680,sensibilidad,6,sensibilidad
8681,retire,6,retirar
8682,respondió,6,responder
8683,rendirse,6,rendir
8684,pusiera,6,poner
8685,principalmente,6,principalmente
8686,preferida,6,preferido
8687,órgano,6,órgano
8688,operador,6,operador
8689,náuseas,6,náusea
8690,mudarse,6,mudar
8691,mirame,6,mirar
8692,mátalos,6,matar
8693,madam,6,madam
8694,llevare,6,llevar
8695,invitaron,6,invitar
8696,intruso,6,intruso
8697,idiomas,6,idioma
8698,hoguera,6,hoguera
8699,hablara,6,hablar
8700,genes,6,gen
8701,entregas,6,entrega entregar
8702,encontrada,6,encontrado encontrar
8703,echarte,6,echar
8704,echamos,6,echar
8705,devuelva,6,devolver
8706,detenerte,6,detener
8707,deshacer,6,deshacer
8708,cosmo,6,cosmos
8709,comprarle,6,comprar
8710,comenzaremos,6,comenzar
8711,cerré,6,cerrar
8712,bloqueando,6,bloquear bloquear
8713,asustarte,6,asustar
8714,asegura,6,asegurar
8715,vitaminas,6,vitamina
8716,vengarse,6,vengar
8717,valla,6,valla
8718,trozos,6,trozo
8719,tímida,6,tímido
8720,superado,6,superado superar
8721,sueña,6,soñar
8722,seguidos,6,seguido
8723,salvavidas,6,salvavidas
8724,remolque,6,remolque
8725,prometer,6,prometer
8726,proceder,6,proceder
8727,prepararme,6,preparar
8728,pediatría,6,pediatría
8729,pagos,6,pago
8730,pagarte,6,pagar
8731,ninja,6,ninja
8732,nieta,6,nieta
8733,motocicleta,6,motocicleta
8734,mostrando,6,mostrar
8735,montana,6,montana
8736,miedos,6,miedo
8737,mantendremos,6,mantener
8738,mandíbula,6,mandíbula
8739,luchas,6,lucha luchar
8740,logras,6,lograr
8741,levanté,6,levantar
8742,lanzado,6,lanzado lanzar
8743,intrusos,6,intruso
8744,insistió,6,insistir
8745,habria,6,haber
8746,gritó,6,gritar
8747,ganarme,6,ganar
8748,decepción,6,decepción
8749,cubriendo,6,cubrir
8750,continuemos,6,continuar
8751,consideración,6,consideración
8752,conduzco,6,conducir
8753,colchón,6,colchón
8754,chupa,6,chupar
8755,camisas,6,camisa
8756,buscabas,6,buscar
8757,bloqueo,6,bloqueo bloquear
8758,armamento,6,armamento
8759,amenazando,6,amenazar
8760,alias,6,alias
8761,virginidad,6,virginidad
8762,vengar,6,vengar
8763,tornado,6,tornado
8764,series,6,serie
8765,sácala,6,sacar
8766,rompan,6,romper
8767,responden,6,responder
8768,reclamar,6,reclamar
8769,presentaré,6,presentar
8770,preguntamos,6,preguntar
8771,predicador,6,predicador
8772,pintor,6,pintor
8773,paguen,6,pagar
8774,ofreciendo,6,ofrecer
8775,matriz,6,matriz
8776,maricones,6,maricón
8777,libra,6,libra librar
8778,jugó,6,jugar
8779,jodió,6,joder
8780,invité,6,invitar
8781,inodoro,6,inodoro
8782,ingresar,6,ingresar
8783,ignorancia,6,ignorancia
8784,ibamos,6,ir
8785,gustara,6,gustar
8786,extiende,6,extender
8787,exagerando,6,exagerar
8788,cuido,6,cuidar
8789,cuidarte,6,cuidar
8790,colapso,6,colapso colapsar
8791,buzón,6,buzón
8792,buenísimo,6,bueno
8793,bretaña,6,Bretaña
8794,bree,6,brear
8795,bárbaro,6,bárbaro
8796,asombrosa,6,asombroso
8797,alérgico,6,alérgico
8798,acostaste,6,acostar
8799,abrirlo,6,abrir
8800,vip,6,vip
8801,trueno,6,trueno
8802,tesoros,6,tesoro
8803,superhéroes,6,superhéroe
8804,seras,6,ser
8805,rotas,6,roto
8806,recupere,6,recuperar
8807,quejarte,6,quejar
8808,pulgar,6,pulgar
8809,pillado,6,pillado
8810,pensemos,6,pensar
8811,pausa,6,pausa
8812,pandillas,6,pandilla
8813,pagaremos,6,pagar
8814,olvidaba,6,olvidar
8815,normalidad,6,normalidad
8816,muérete,6,morir
8817,movido,6,movido mover
8818,miligramos,6,miligramo
8819,meteré,6,meter
8820,matrix,6,matrix
8821,honestidad,6,honestidad
8822,golpearme,6,golpear
8823,frasco,6,frasco
8824,expulsado,6,expulsado expulsar
8825,espectros,6,espectro
8826,cubiertas,6,cubierto
8827,confié,6,confiar
8828,clemencia,6,clemencia
8829,cago,6,cagar
8830,bromea,6,bromear
8831,atún,6,atún
8832,ático,6,ático
8833,arreglé,6,arreglar
8834,amnesia,6,amnesia
8835,acusa,6,acusar
8836,situacion,6,situación
8837,servidor,6,servidor
8838,seran,6,ser
8839,recoja,6,recoger
8840,ramón,6,ramón Ramón
8841,psiquiátrico,6,psiquiátrico
8842,protesto,6,protesto
8843,prisiones,6,prisión
8844,porquerías,6,porquería
8845,pondrán,6,poner
8846,munición,6,munición
8847,mudarnos,6,mudar
8848,molesten,6,molestar
8849,mentales,6,mental
8850,llámalo,6,llamar
8851,jurisdicción,6,jurisdicción
8852,informante,6,informante
8853,guardan,6,guardar
8854,frases,6,frase
8855,estuviéramos,6,estar
8856,estaria,6,estar
8857,enviará,6,enviar
8858,entorno,6,entorno
8859,engañarme,6,engañar
8860,enfrentamos,6,enfrentar
8861,diviértanse,6,divertir
8862,distracción,6,distracción
8863,déjale,6,dejar
8864,cuadrante,6,cuadrante
8865,cuaderno,6,cuaderno
8866,caminaba,6,caminar
8867,bledo,6,bledo
8868,altar,6,altar
8869,zanahoria,6,zanahoria
8870,viviremos,6,vivir
8871,tomada,6,tomado tomar
8872,tendras,6,tener
8873,sugirió,6,sugerir
8874,rabino,6,rabino
8875,quisiéramos,6,querer
8876,promoción,6,promoción
8877,práctico,6,práctico
8878,peleo,6,pelear
8879,pálido,6,pálido
8880,pagaste,6,pagar
8881,orfanato,6,orfanato
8882,operativo,6,operativo
8883,mutación,6,mutación
8884,monta,6,montar
8885,mayoria,6,mayoría
8886,mandaste,6,mandar
8887,luto,6,luto
8888,llevaban,6,llevar
8889,interese,6,interesar
8890,indicios,6,indicio
8891,impostor,6,impostor
8892,histórico,6,histórico
8893,explicas,6,explicar
8894,estrictamente,6,estrictamente
8895,estaras,6,estar
8896,establo,6,establo
8897,diseñador,6,diseñador
8898,deprimente,6,deprimente
8899,defectos,6,defecto
8900,crié,6,criar
8901,corregir,6,corregir
8902,caros,6,caro
8903,banquero,6,banquero
8904,aparta,6,apartar
8905,analizar,6,analizar
8906,vainilla,6,vainilla
8907,transbordador,6,transbordador
8908,taxista,6,taxista
8909,superficial,6,superficial
8910,sirviendo,6,servir
8911,separe,6,separar
8912,seguiría,6,seguir
8913,robe,6,robar
8914,rituales,6,ritual
8915,revela,6,revelar
8916,régimen,6,régimen
8917,protegen,6,proteger
8918,preocuparía,6,preocupar
8919,pollos,6,pollo
8920,pis,6,pis
8921,obsequio,6,obsequio
8922,nace,6,nacer
8923,mirarlo,6,mirar
8924,manada,6,manada
8925,hambrientos,6,hambriento
8926,formulario,6,formulario
8927,fibra,6,fibra
8928,feas,6,feo
8929,divertirme,6,divertir
8930,divertimos,6,divertir
8931,culpes,6,culpar
8932,creéis,6,crear
8933,convento,6,convento
8934,continúan,6,continuar
8935,comamos,6,comer
8936,cierran,6,cerrar
8937,champagne,6,champagne
8938,candidatos,6,candidato
8939,camine,6,caminar
8940,calabozo,6,calabozo
8941,cal,6,cal
8942,besa,6,besar
8943,arreglando,6,arreglar
8944,armonía,6,armonía
8945,ame,6,amar
8946,agarraron,6,agarrar
8947,aeropuertos,6,aeropuerto
8948,tope,6,tope
8949,tontas,6,tonto
8950,setenta,6,setenta
8951,rodaje,6,rodaje
8952,reuniremos,6,reunir
8953,relájese,6,relajar
8954,recta,6,recta
8955,psicología,6,psicología
8956,pierdan,6,perder
8957,pastilla,6,pastilla
8958,paseando,6,pasear
8959,pasados,6,pasado pasar
8960,ocultando,6,ocultar
8961,movida,6,movida movido mover
8962,morirse,6,morir
8963,mérito,6,mérito
8964,marchen,6,marchar
8965,ingreso,6,ingreso ingresar
8966,informó,6,informar
8967,industrias,6,industria
8968,fundamental,6,fundamental
8969,francotirador,6,francotirador
8970,flaco,6,flaco
8971,fallaste,6,fallar
8972,estambul,6,Estambul
8973,entraremos,6,entrar
8974,duendes,6,duende
8975,dobles,6,doble
8976,descubriste,6,descubrir
8977,derribar,6,derribar
8978,demandar,6,demandar
8979,delincuentes,6,delincuente
8980,cuidarme,6,cuidar
8981,créditos,6,crédito
8982,corrí,6,correr
8983,cera,6,cera
8984,brazalete,6,brazalete
8985,bolsón,6,bolsón
8986,apertura,6,apertura
8987,amé,6,amar
8988,abandono,6,abandono abandonar
8989,vivirás,5,vivir
8990,vendas,5,venda vender
8991,utilizando,5,utilizar
8992,temible,5,temible
8993,tacto,5,tacto
8994,reporteros,5,reportero
8995,reemplazar,5,reemplazar
8996,prepararte,5,preparar
8997,precauciones,5,precaución
8998,planeamos,5,planear
8999,ocuparemos,5,ocupar
9000,monja,5,monja
9001,moisés,5,moisés Moisés
9002,matones,5,matón
9003,lucio,5,lucio
9004,gala,5,gala
9005,estais,5,estar
9006,entrañas,5,entrañas
9007,elijo,5,elegir
9008,distribución,5,distribución
9009,dispararme,5,disparar
9010,dimensión,5,dimensión
9011,despiertas,5,despierto despertar
9012,despertarte,5,despertar
9013,creíamos,5,creer
9014,creerías,5,creer
9015,corrientes,5,corriente
9016,controlo,5,controlar
9017,conseguirá,5,conseguir
9018,compraron,5,comprar
9019,cometiste,5,cometer
9020,celulares,5,celular
9021,campanas,5,campana
9022,burbujas,5,burbuja
9023,besarme,5,besar
9024,atada,5,atado atar
9025,apuros,5,apuro
9026,agradas,5,agradar
9027,admirable,5,admirable
9028,web,5,web
9029,testificar,5,testificar
9030,teniamos,5,tener
9031,robamos,5,robar
9032,retiró,5,retirar
9033,resumen,5,resumen resumir
9034,proximo,5,próximo
9035,presten,5,prestar
9036,presidencia,5,presidencia
9037,pica,5,picar
9038,pelee,5,pelear
9039,ofrecí,5,ofrecer
9040,obtenido,5,obtenido obtener
9041,mudamos,5,mudar
9042,manejas,5,manejar
9043,maligno,5,maligno
9044,lodo,5,lodo
9045,limonada,5,limonada
9046,lazos,5,lazo
9047,investiga,5,investigar
9048,inventando,5,inventar
9049,intervención,5,intervención
9050,informacion,5,información
9051,inclusive,5,inclusive
9052,funcionamiento,5,funcionamiento
9053,fugitivos,5,fugitivo
9054,esten,5,estar
9055,entendía,5,entender
9056,embarazoso,5,embarazoso
9057,electrónica,5,electrónico
9058,échate,5,echar
9059,drogada,5,drogado
9060,distinguir,5,distinguir
9061,difunto,5,difunto
9062,destruidos,5,destruido
9063,declara,5,declarar
9064,cumpla,5,cumplir
9065,contraté,5,contratar
9066,cobro,5,cobrar
9067,circuitos,5,circuito
9068,capas,5,capa
9069,aspirina,5,aspirina
9070,amenazado,5,amenazado amenazar
9071,alcaide,5,alcaide
9072,alaska,5,Alaska
9073,acta,5,acta
9074,ace,5,ace
9075,accidentalmente,5,accidentalmente
9076,unió,5,unir
9077,tuberías,5,tubería
9078,testículos,5,testículo
9079,tenerlos,5,tener
9080,supervisión,5,supervisión
9081,rompieron,5,romper
9082,robada,5,robado
9083,rastreador,5,rastreador
9084,ramos,5,ramo
9085,quemada,5,quemado
9086,queens,5,queens
9087,púrpura,5,púrpura
9088,pascua,5,pascua
9089,pasarás,5,pasar
9090,pabellón,5,pabellón
9091,movemos,5,mover
9092,mantenernos,5,mantener
9093,magnifico,5,magnífico
9094,llevemos,5,llevar
9095,limosina,5,limosina
9096,libremente,5,libremente
9097,lgual,5,igual
9098,frías,5,frío
9099,filmando,5,filmar
9100,estomago,5,estómago
9101,esqueleto,5,esqueleto
9102,dele,5,dar
9103,cuidará,5,cuidar
9104,consiste,5,consistir
9105,complicaciones,5,complicación
9106,camello,5,camello
9107,caligrafía,5,caligrafía
9108,avaricia,5,avaricia
9109,arzobispo,5,arzobispo
9110,antibióticos,5,antibiótico
9111,amaré,5,amar
9112,templarios,5,templario
9113,superarlo,5,superar
9114,sonando,5,sonar
9115,sesenta,5,sesenta
9116,sanguínea,5,sanguíneo
9117,salas,5,sala
9118,reparto,5,reparto repartir
9119,relato,5,relato relatar
9120,regresaron,5,regresar
9121,recibirás,5,recibir
9122,prefieren,5,preferir
9123,podrido,5,podrido
9124,pieles,5,piel
9125,perdonará,5,perdonar
9126,peleaste,5,pelear
9127,partimos,5,partir
9128,mozo,5,mozo
9129,manga,5,manga
9130,llantas,5,llanta
9131,jala,5,jalar
9132,internacionales,5,internacional
9133,ganarse,5,ganar
9134,encerrada,5,encerrado encerrar
9135,drogadicto,5,drogadicto
9136,dorada,5,dorado
9137,disponibles,5,disponible
9138,devuelves,5,devolver
9139,desees,5,desear
9140,cruzada,5,cruzada cruzado cruzar
9141,corras,5,correr
9142,compran,5,comprar
9143,cogiendo,5,coger
9144,cancion,5,canción
9145,cancelado,5,cancelado
9146,baratos,5,barato
9147,aula,5,aula
9148,argumento,5,argumento
9149,apurado,5,apurado
9150,variar,5,variar
9151,vals,5,vals
9152,tomarás,5,tomar
9153,tinieblas,5,tinieblas
9154,sexualmente,5,sexualmente
9155,sere,5,ser
9156,sacará,5,sacar
9157,robótica,5,robótica
9158,revelado,5,revelado revelar
9159,proponer,5,proponer
9160,prevenir,5,prevenir
9161,pleno,5,pleno
9162,pellejo,5,pellejo
9163,pégame,5,pegar
9164,pecadores,5,pecador
9165,paradero,5,paradero
9166,odiar,5,odiar
9167,noventa,5,noventa
9168,noroeste,5,noroeste
9169,necesitemos,5,necesitar
9170,monjas,5,monja
9171,mexicana,5,mexicano
9172,masajes,5,masaje
9173,manteniendo,5,mantener
9174,limusina,5,limusina
9175,lema,5,lema
9176,huelen,5,oler
9177,gen,5,gen
9178,gabinete,5,gabinete
9179,furgoneta,5,furgoneta
9180,faraón,5,faraón
9181,facturas,5,factura facturar
9182,estudia,5,estudiar
9183,entendería,5,entender
9184,engañaste,5,engañar
9185,empujar,5,empujar
9186,emocionada,5,emocionado
9187,eminencia,5,eminencia
9188,ejecutado,5,ejecutar
9189,creyeron,5,creer
9190,corrupto,5,corrupto
9191,convierten,5,convertir
9192,columbia,5,Columbia
